"3" ,10 ,"LOGAN 01" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"DONNA McALEER" ,"300003" ,"DEM" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"DWAYNE A VANCE" ,"300004" ,"IAP" ,6 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"DWAYNE A VANCE" ,"300004" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"DWAYNE A VANCE" ,"300004" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"ROB BISHOP" ,"300001" ,"REP" ,66 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"ROB BISHOP" ,"300001" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"ROB BISHOP" ,"300001" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"CRAIG BOWDEN" ,"300002" ,"LIB" ,8 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"CRAIG BOWDEN" ,"300002" ,"LIB" ,0 ,
"3" ,10 ,"LOGAN 01" ,"US CONGRESS D1" ,"300000" ,"NP" ,"CRAIG BOWDEN" ,"300002" ,"LIB" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,11 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,3 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,45 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,74 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,7 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"EDWARD REDD" ,"301101" ,"REP" ,111 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"EDWARD REDD" ,"301101" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE REP D4" ,"301100" ,"NP" ,"EDWARD REDD" ,"301101" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"KATHLEEN C. HOWELL" ,"30001" ,"REP" ,109 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"KATHLEEN C. HOWELL" ,"30001" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ASSESSOR" ,"30000" ,"NP" ,"KATHLEEN C. HOWELL" ,"30001" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"JAMES M. SWINK" ,"30052" ,"REP" ,72 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"JAMES M. SWINK" ,"30052" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"JAMES M. SWINK" ,"30052" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"CHRIS DAINES" ,"30051" ,"IAP" ,49 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"CHRIS DAINES" ,"30051" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY ATTORNEY" ,"30050" ,"NP" ,"CHRIS DAINES" ,"30051" ,"IAP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"JILL N. ZOLLINGER" ,"30101" ,"REP" ,104 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"JILL N. ZOLLINGER" ,"30101" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY CLERK/AUDITOR" ,"30100" ,"NP" ,"JILL N. ZOLLINGER" ,"30101" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"CRAIG \"W\" BUTTARS" ,"30301" ,"REP" ,101 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"CRAIG \"W\" BUTTARS" ,"30301" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY EXEC/SURVEYOR" ,"30300" ,"NP" ,"CRAIG \"W\" BUTTARS" ,"30301" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"MICHAEL L. GLEED" ,"30351" ,"REP" ,107 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"MICHAEL L. GLEED" ,"30351" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY RECORDER" ,"30350" ,"NP" ,"MICHAEL L. GLEED" ,"30351" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"D. CHAD JENSEN" ,"30401" ,"REP" ,100 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"D. CHAD JENSEN" ,"30401" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY SHERIFF" ,"30400" ,"NP" ,"D. CHAD JENSEN" ,"30401" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"CRAIG McALLISTER" ,"30451" ,"REP" ,101 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"CRAIG McALLISTER" ,"30451" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"CRAIG McALLISTER" ,"30451" ,"REP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"TYLER PITCHER" ,"30452" ,"NP" ,5 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"TYLER PITCHER" ,"30452" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"TYLER PITCHER" ,"30452" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"COUNTY TREASURER" ,"30450" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"3" ,10 ,"LOGAN 01" ,"STATE SCHOOL BOARD DIST 1" ,"304700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
