"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,243 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"INDEPENDENT AMERICAN" ,"" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,15 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,15 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,2 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,2 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,243 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BEN J. MATES" ,"300102" ,"NP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,10 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,1 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"BRIAN WONNACOTT" ,"300105" ,"DEM" ,11 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"ZACK STRONG" ,"300103" ,"IAP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,74 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"JASON CHAFFETZ" ,"300101" ,"REP" ,77 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"STEPHEN P. TRYON" ,"300104" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"US CONGRESS D3" ,"300100" ,"NP" ,"Write-in 60" ,"300106" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"Registered Voters" ,"" ,"NP" ,243 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,5 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"W. ANDREW McCULLOUGH" ,"300203" ,"LIB" ,5 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,6 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"GREGORY G. HANSEN" ,"300202" ,"CON" ,6 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,12 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,1 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"CHARLES A. STORMONT" ,"300205" ,"DEM" ,13 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,68 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"SEAN D. REYES" ,"300204" ,"REP" ,71 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"ATTORNEY GENERAL" ,"300200" ,"NP" ,"LESLIE D. CURTIS" ,"300201" ,"IAP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,243 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KAY L. MCIFF" ,"304402" ,"REP" ,70 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KAY L. MCIFF" ,"304402" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KAY L. MCIFF" ,"304402" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KAY L. MCIFF" ,"304402" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KAY L. MCIFF" ,"304402" ,"REP" ,73 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KALEN JONES" ,"304401" ,"DEM" ,13 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KALEN JONES" ,"304401" ,"DEM" ,1 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KALEN JONES" ,"304401" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KALEN JONES" ,"304401" ,"DEM" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"KALEN JONES" ,"304401" ,"DEM" ,14 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"R. GLENN STONEMAN" ,"304403" ,"CON" ,7 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"R. GLENN STONEMAN" ,"304403" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"R. GLENN STONEMAN" ,"304403" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"R. GLENN STONEMAN" ,"304403" ,"CON" ,0 ,
"8" ,1 ,"1.1,1.2" ,"STATE REP D70" ,"304400" ,"NP" ,"R. GLENN STONEMAN" ,"304403" ,"CON" ,7 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,243 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"KEITH BRADY" ,"080001" ,"REP" ,56 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"KEITH BRADY" ,"080001" ,"REP" ,3 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"KEITH BRADY" ,"080001" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"KEITH BRADY" ,"080001" ,"REP" ,0 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"KEITH BRADY" ,"080001" ,"REP" ,59 ,
"8" ,1 ,"1.1,1.2" ,"COUNTY COMM A" ,"080000" ,"NP" ,"Write-in 30" ,"080102" ,"NP" ,31 ,
