"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,22 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,31 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,15 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,379 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,447 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,2 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,5 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,33 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,41 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,3 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,4 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,2 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US PRESIDENT" ,"300000" ,"NP" ,"Write-in" ,"300008" ,"NP" ,2 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,595 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,15 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,16 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,2 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,9 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,5 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,81 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,97 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,19 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,24 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,15 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,312 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,370 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,2 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,3 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"300056" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"20" ,10 ,"FAIRVIEW MUNICIPAL" ,"US CONGRESS D4" ,"300250" ,"NP" ,"Registered Voters" ,"" ,"NP" ,595 ,
