"2" ,10 ,"Beaver Dam/Collinston" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ROSEANNE BARR" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"STEPHEN DURHAM" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JILL REED" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ANDRE BARNETT" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"WILL CHRISTENSEN" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"JUSTIN MEYERS" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"SHEILA SAM TITTLE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"ERIN KENT MAGEE" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DEAN MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"NELSON MORSTAD" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"DARRELL HYKES" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U.S. PRESIDENT" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,206 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,7 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,7 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,22 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,22 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,149 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,152 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"UNA" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"JoANN S. SECRIST" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,206 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,17 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"SHERRY PHIPPS" ,"300103" ,"CON" ,17 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,19 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"DONNA M. McALEER" ,"300102" ,"DEM" ,19 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,142 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,2 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"ROB BISHOP" ,"300101" ,"REP" ,144 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"U. S. HOUSE OF REPRESENTATIVE" ,"300100" ,"NP" ,"Write-in 40" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,206 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,15 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"PETER S COOKE" ,"300304" ,"DEM" ,15 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ," KEN LARSEN" ,"300302" ,"LIB" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,5 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,0 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"KIRK D PEARSON" ,"300303" ,"CON" ,5 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,152 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,3 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"GARY R. HERBERT" ,"300301" ,"REP" ,155 ,
"2" ,10 ,"Beaver Dam/Collinston" ,"GOVERNOR" ,"300300" ,"NP" ,"DAVID J CANNON" ,"" ,"NP" ,0 ,
