"9" ,10 ,"Antimony" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"Registered Voters" ,"" ,"NP" ,99 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"CONSTITUTION" ,"" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"LIBERTARIAN" ,"" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,3 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"DEMOCRATIC" ,"" ,"DEM" ,3 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,29 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"REPUBLICAN" ,"" ,"REP" ,29 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"JUSTICE" ,"" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"STRAIGHT PARTY" ,"" ,"NP" ,"GREEN" ,"" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Registered Voters" ,"" ,"NP" ,99 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"JILL STEIN" ,"300001" ,"GRN" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GLORIA LA RIVA" ,"300002" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,67 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"MITT ROMNEY" ,"300007" ,"REP" ,67 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,7 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"BARACK OBAMA" ,"300005" ,"DEM" ,7 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"GARY JOHNSON" ,"300003" ,"LIB" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"VIRGIL GOODE" ,"300004" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"ROSS C. \"ROCKY\" ANDE" ,"300006" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"PRESIDENT OF THE UNITED STATES" ,"300000" ,"NP" ,"Write-in 80" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,99 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,6 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SHAUN LYNN McCAUSLAN" ,"300055" ,"CON" ,6 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,8 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"SCOTT HOWELL" ,"300054" ,"DEM" ,8 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,58 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"ORRIN G. HATCH" ,"300053" ,"REP" ,58 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"DANIEL GEERY" ,"300052" ,"JUS" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"BILL BARRON" ,"300051" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"UNITED STATES SENATE" ,"300050" ,"NP" ,"Write-in 60" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"Registered Voters" ,"" ,"NP" ,99 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHRIS STEWART" ,"300155" ,"REP" ,60 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHRIS STEWART" ,"300155" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHRIS STEWART" ,"300155" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHRIS STEWART" ,"300155" ,"REP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHRIS STEWART" ,"300155" ,"REP" ,60 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JAY SEEGMILLER" ,"300154" ,"DEM" ,9 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JAY SEEGMILLER" ,"300154" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JAY SEEGMILLER" ,"300154" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JAY SEEGMILLER" ,"300154" ,"DEM" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JAY SEEGMILLER" ,"300154" ,"DEM" ,9 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHARLES E KIMBALL" ,"300153" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHARLES E KIMBALL" ,"300153" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHARLES E KIMBALL" ,"300153" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHARLES E KIMBALL" ,"300153" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"CHARLES E KIMBALL" ,"300153" ,"NP" ,0 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JONATHAN D. GARRARD" ,"300152" ,"CON" ,3 ,
"9" ,10 ,"Antimony" ,"US CONGRESS D2" ,"300150" ,"NP" ,"JONATHAN D. GARRARD" ,"300152" ,"CON" ,0 ,
