GREEN,,,0,
DEMOCRATIC,,,0,
INDEPENDENT AMERICAN,,,0,
Total Votes Cast,,,15,
,Contest Totals,,61,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
UNITED STATE SENATE,,,,
Vote For 1,,,,
,,TOTAL,,
CON TIM AALDERS,,1,,
LIB CRAIG R BOWDEN,,0,,
IAP REED C MCCANDLESS,,1,,
DEM JENNY WILSON,,6,,
REP MITT ROMNEY,,53,,
Write-In Totals,,0,,
,   Write-In: Glade G Fitzgerald,0,,
,   Write-In: Caleb Dan Reeve,0,,
,   Write-In: Hektor Reiksthegn,0,,
,   Write-In: Abe Korb,0,,
,   Write-In: Ryan Daniel Jackson,0,,
,   Write-In: Cody Judy,0,,
,   Write-In: Tyrone Jensen,0,,
,  Not Assigned,0,,
Total Votes Cast,,61,,
,Contest Totals,61,,
U.S. HOUSE DISTRICT 1,,,,
Vote For 1,,,,
,,TOTAL,,
DEM LEE CASTILLO,,6,,
REP ROB BISHOP,,50,,
UUP ERIC ELIASON,,2,,
GRN ADAM DAVIS,,1,,
Total Votes Cast,,59,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
STATE SENATE DISTRICT 26,,,,
Vote For 1,,,,
,,TOTAL,,
UUP CATHY CALLOW-HEUSSER,,1,,
REP RONALD WINTERTON,,55,,
DEM EILEEN GALLAGHER,,4,,
Total Votes Cast,,60,,
,Contest Totals,61,,
STATE HOUSE DISTRICT 53,,,,
Vote For 1,,,,
,,TOTAL,,
REP LOGAN WILDE,,50,,
DEM CHRISTOPHER NEVILLE,,6,,
Total Votes Cast,,56,,
,Contest Totals,61,,
COMMISSION SEAT A,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY TODD,,52,,
Total Votes Cast,,52,,
,Contest Totals,61,,
COMMISSION SEAT B,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY MILES,,60,,
Total Votes Cast,,60,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
ATTORNEY,,,,
Vote For 1,,,,
,,TOTAL,,
REP STEPHEN D FOOTE,,53,,
Total Votes Cast,,53,,
,Contest Totals,61,,
CLERK-AUDITOR,,,,
Vote For 1,,,,
,,TOTAL,,
REP JOANN EVANS,,48,,
Write-In Totals,,9,,
,   Write-In: Mindi Crowley,9,,
,  Not Assigned,0,,
Total Votes Cast,,57,,
,Contest Totals,61,,
SHERIFF,,,,
Vote For 1,,,,
,,TOTAL,,
REP TRAVIS LANE TUCKER,,54,,
Total Votes Cast,,54,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
JUSTICE OF THE SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,45,,
NO,,8,,
Total Votes Cast,,53,,
,Contest Totals,61,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,47,,
NO,,7,,
Total Votes Cast,,54,,
,Contest Totals,61,,
EIGHTH JUDICIAL DISTRICT COURT JUDGE EDWIN T. PETERSON,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,46,,
NO,,7,,
Total Votes Cast,,53,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
CONSTITUTIONAL AMENDMENT A,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,54,,
AGAINST,,3,,
Total Votes Cast,,57,,
,Contest Totals,61,,
CONSTITUTIONAL AMENDMENT B,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,22,,
AGAINST,,34,,
Total Votes Cast,,56,,
,Contest Totals,61,,
CONSTITUTIONAL AMENDMENT C,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,38,,
AGAINST,,18,,
Total Votes Cast,,56,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
NONBINDING OPINION QUESTION #1,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,20,,
AGAINST,,39,,
Total Votes Cast,,59,,
,Contest Totals,61,,
PROPOSITION #2,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,22,,
AGAINST,,36,,
Total Votes Cast,,58,,
,Contest Totals,61,,
PROPOSITION #3,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,26,,
AGAINST,,32,,
Total Votes Cast,,58,,
,Contest Totals,61,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AL12 Altamont - City,,,,
PROPOSITION #4,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,26,,
AGAINST,,29,,
Total Votes Cast,,55,,
,Contest Totals,61,,
Summary Results Report,,,,OFFICIAL RESULTS
General Election,,,,
6-Nov-18,,,,DUCHESNE COUNTY
AR11 Arcadia - County,,,,
STATISTICS,,,,
,,TOTAL,,
Registered Voters - Total,,144,,
Ballots Cast - Total,,101,,
Ballots Cast - Blank,,0,,
Voter Turnout - Total,,70.14%,,
STRAIGHT PARTY,,,,
Vote For 1,,,,
,,,TOTAL,
CONSTITUTION,,,0,
UNITED UTAH,,,0,
LIBERTARIAN,,,0,
REPUBLICAN,,,23,
GREEN,,,0,
DEMOCRATIC,,,7,
INDEPENDENT AMERICAN,,,4,
Total Votes Cast,,,34,
,Contest Totals,,101,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
UNITED STATE SENATE,,,,
Vote For 1,,,,
,,TOTAL,,
CON TIM AALDERS,,21,,
LIB CRAIG R BOWDEN,,0,,
IAP REED C MCCANDLESS,,0,,
DEM JENNY WILSON,,11,,
REP MITT ROMNEY,,67,,
Write-In Totals,,0,,
,   Write-In: Glade G Fitzgerald,0,,
,   Write-In: Caleb Dan Reeve,0,,
,   Write-In: Hektor Reiksthegn,0,,
,   Write-In: Abe Korb,0,,
,   Write-In: Ryan Daniel Jackson,0,,
,   Write-In: Cody Judy,0,,
,   Write-In: Tyrone Jensen,0,,
,  Not Assigned,0,,
Total Votes Cast,,99,,
,Contest Totals,101,,
U.S. HOUSE DISTRICT 1,,,,
Vote For 1,,,,
,,TOTAL,,
DEM LEE CASTILLO,,12,,
REP ROB BISHOP,,83,,
UUP ERIC ELIASON,,2,,
GRN ADAM DAVIS,,0,,
Total Votes Cast,,97,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
STATE SENATE DISTRICT 26,,,,
Vote For 1,,,,
,,TOTAL,,
UUP CATHY CALLOW-HEUSSER,,2,,
REP RONALD WINTERTON,,85,,
DEM EILEEN GALLAGHER,,13,,
Total Votes Cast,,100,,
,Contest Totals,101,,
STATE HOUSE DISTRICT 55,,,,
Vote For 1,,,,
,,TOTAL,,
REP SCOTT H CHEW,,85,,
DEM CHRISTINA HIGGINS,,14,,
Total Votes Cast,,99,,
,Contest Totals,101,,
COMMISSION SEAT A,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY TODD,,85,,
Total Votes Cast,,85,,
,Contest Totals,101,,
COMMISSION SEAT B,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY MILES,,86,,
Total Votes Cast,,86,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
ATTORNEY,,,,
Vote For 1,,,,
,,TOTAL,,
REP STEPHEN D FOOTE,,85,,
Total Votes Cast,,85,,
,Contest Totals,101,,
CLERK-AUDITOR,,,,
Vote For 1,,,,
,,TOTAL,,
REP JOANN EVANS,,74,,
Write-In Totals,,20,,
,   Write-In: Mindi Crowley,20,,
,  Not Assigned,0,,
Total Votes Cast,,94,,
,Contest Totals,101,,
SHERIFF,,,,
Vote For 1,,,,
,,TOTAL,,
REP TRAVIS LANE TUCKER,,88,,
Total Votes Cast,,88,,
,Contest Totals,101,,
SCHOOL BOARD DISTRICT 3,,,,
Vote For 1,,,,
,,TOTAL,,
KIM HARDING,,72,,
Total Votes Cast,,72,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
JUSTICE OF THE SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,51,,
NO,,29,,
Total Votes Cast,,80,,
,Contest Totals,101,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,56,,
NO,,25,,
Total Votes Cast,,81,,
,Contest Totals,101,,
EIGHTH JUDICIAL DISTRICT COURT JUDGE EDWIN T. PETERSON,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,57,,
NO,,29,,
Total Votes Cast,,86,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
CONSTITUTIONAL AMENDMENT A,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,76,,
AGAINST,,21,,
Total Votes Cast,,97,,
,Contest Totals,101,,
CONSTITUTIONAL AMENDMENT B,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,43,,
AGAINST,,58,,
Total Votes Cast,,101,,
,Contest Totals,101,,
CONSTITUTIONAL AMENDMENT C,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,59,,
AGAINST,,36,,
Total Votes Cast,,95,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
NONBINDING OPINION QUESTION #1,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,19,,
AGAINST,,79,,
Total Votes Cast,,98,,
,Contest Totals,101,,
PROPOSITION #2,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,51,,
AGAINST,,49,,
Total Votes Cast,,100,,
,Contest Totals,101,,
PROPOSITION #3,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,39,,
AGAINST,,61,,
Total Votes Cast,,100,,
,Contest Totals,101,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
AR11 Arcadia - County,,,,
PROPOSITION #4,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,28,,
AGAINST,,65,,
Total Votes Cast,,93,,
,Contest Totals,101,,
Summary Results Report,,,,OFFICIAL RESULTS
General Election,,,,
6-Nov-18,,,,DUCHESNE COUNTY
BB11 Bluebell - County,,,,
STATISTICS,,,,
,,TOTAL,,
Registered Voters - Total,,324,,
Ballots Cast - Total,,229,,
Ballots Cast - Blank,,0,,
Voter Turnout - Total,,70.68%,,
STRAIGHT PARTY,,,,
Vote For 1,,,,
,,,TOTAL,
CONSTITUTION,,,2,
UNITED UTAH,,,0,
LIBERTARIAN,,,0,
REPUBLICAN,,,64,
GREEN,,,0,
DEMOCRATIC,,,3,
INDEPENDENT AMERICAN,,,4,
Total Votes Cast,,,73,
,Contest Totals,,229,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
UNITED STATE SENATE,,,,
Vote For 1,,,,
,,TOTAL,,
CON TIM AALDERS,,24,,
LIB CRAIG R BOWDEN,,8,,
IAP REED C MCCANDLESS,,2,,
DEM JENNY WILSON,,16,,
REP MITT ROMNEY,,173,,
Write-In Totals,,1,,
,   Write-In: Glade G Fitzgerald,0,,
,   Write-In: Caleb Dan Reeve,0,,
,   Write-In: Hektor Reiksthegn,0,,
,   Write-In: Abe Korb,0,,
,   Write-In: Ryan Daniel Jackson,0,,
,   Write-In: Cody Judy,0,,
,   Write-In: Tyrone Jensen,0,,
,  Not Assigned,1,,
Total Votes Cast,,224,,
,Contest Totals,229,,
U.S. HOUSE DISTRICT 1,,,,
Vote For 1,,,,
,,TOTAL,,
DEM LEE CASTILLO,,16,,
REP ROB BISHOP,,201,,
UUP ERIC ELIASON,,4,,
GRN ADAM DAVIS,,2,,
Total Votes Cast,,223,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
STATE SENATE DISTRICT 26,,,,
Vote For 1,,,,
,,TOTAL,,
UUP CATHY CALLOW-HEUSSER,,1,,
REP RONALD WINTERTON,,204,,
DEM EILEEN GALLAGHER,,20,,
Total Votes Cast,,225,,
,Contest Totals,229,,
STATE HOUSE DISTRICT 53,,,,
Vote For 1,,,,
,,TOTAL,,
REP LOGAN WILDE,,208,,
DEM CHRISTOPHER NEVILLE,,14,,
Total Votes Cast,,222,,
,Contest Totals,229,,
COMMISSION SEAT A,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY TODD,,215,,
Total Votes Cast,,215,,
,Contest Totals,229,,
COMMISSION SEAT B,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY MILES,,213,,
Total Votes Cast,,213,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
ATTORNEY,,,,
Vote For 1,,,,
,,TOTAL,,
REP STEPHEN D FOOTE,,207,,
Total Votes Cast,,207,,
,Contest Totals,229,,
CLERK-AUDITOR,,,,
Vote For 1,,,,
,,TOTAL,,
REP JOANN EVANS,,185,,
Write-In Totals,,31,,
,   Write-In: Mindi Crowley,31,,
,  Not Assigned,0,,
Total Votes Cast,,216,,
,Contest Totals,229,,
SHERIFF,,,,
Vote For 1,,,,
,,TOTAL,,
REP TRAVIS LANE TUCKER,,201,,
Total Votes Cast,,201,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
JUSTICE OF THE SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,172,,
NO,,27,,
Total Votes Cast,,199,,
,Contest Totals,229,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,169,,
NO,,30,,
Total Votes Cast,,199,,
,Contest Totals,229,,
EIGHTH JUDICIAL DISTRICT COURT JUDGE EDWIN T. PETERSON,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,172,,
NO,,31,,
Total Votes Cast,,203,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
CONSTITUTIONAL AMENDMENT A,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,179,,
AGAINST,,45,,
Total Votes Cast,,224,,
,Contest Totals,229,,
CONSTITUTIONAL AMENDMENT B,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,51,,
AGAINST,,171,,
Total Votes Cast,,222,,
,Contest Totals,229,,
CONSTITUTIONAL AMENDMENT C,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,135,,
AGAINST,,84,,
Total Votes Cast,,219,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
NONBINDING OPINION QUESTION #1,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,30,,
AGAINST,,199,,
Total Votes Cast,,229,,
,Contest Totals,229,,
PROPOSITION #2,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,76,,
AGAINST,,150,,
Total Votes Cast,,226,,
,Contest Totals,229,,
PROPOSITION #3,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,66,,
AGAINST,,160,,
Total Votes Cast,,226,,
,Contest Totals,229,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB11 Bluebell - County,,,,
PROPOSITION #4,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,76,,
AGAINST,,147,,
Total Votes Cast,,223,,
,Contest Totals,229,,
Summary Results Report,,,,OFFICIAL RESULTS
General Election,,,,
6-Nov-18,,,,DUCHESNE COUNTY
BB21 Bluebell/Upalco-County,,,,
STATISTICS,,,,
,,TOTAL,,
Registered Voters - Total,,135,,
Ballots Cast - Total,,87,,
Ballots Cast - Blank,,0,,
Voter Turnout - Total,,64.44%,,
STRAIGHT PARTY,,,,
Vote For 1,,,,
,,,TOTAL,
CONSTITUTION,,,0,
UNITED UTAH,,,0,
LIBERTARIAN,,,0,
REPUBLICAN,,,3,
GREEN,,,0,
DEMOCRATIC,,,0,
INDEPENDENT AMERICAN,,,0,
Total Votes Cast,,,3,
,Contest Totals,,87,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB21 Bluebell/Upalco-County,,,,
UNITED STATE SENATE,,,,
Vote For 1,,,,
,,TOTAL,,
CON TIM AALDERS,,4,,
LIB CRAIG R BOWDEN,,2,,
IAP REED C MCCANDLESS,,1,,
DEM JENNY WILSON,,4,,
REP MITT ROMNEY,,74,,
Write-In Totals,,0,,
,   Write-In: Glade G Fitzgerald,0,,
,   Write-In: Caleb Dan Reeve,0,,
,   Write-In: Hektor Reiksthegn,0,,
,   Write-In: Abe Korb,0,,
,   Write-In: Ryan Daniel Jackson,0,,
,   Write-In: Cody Judy,0,,
,   Write-In: Tyrone Jensen,0,,
,  Not Assigned,0,,
Total Votes Cast,,85,,
,Contest Totals,87,,
U.S. HOUSE DISTRICT 1,,,,
Vote For 1,,,,
,,TOTAL,,
DEM LEE CASTILLO,,3,,
REP ROB BISHOP,,78,,
UUP ERIC ELIASON,,1,,
GRN ADAM DAVIS,,1,,
Total Votes Cast,,83,,
,Contest Totals,87,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB21 Bluebell/Upalco-County,,,,
STATE SENATE DISTRICT 26,,,,
Vote For 1,,,,
,,TOTAL,,
UUP CATHY CALLOW-HEUSSER,,1,,
REP RONALD WINTERTON,,75,,
DEM EILEEN GALLAGHER,,9,,
Total Votes Cast,,85,,
,Contest Totals,87,,
STATE HOUSE DISTRICT 53,,,,
Vote For 1,,,,
,,TOTAL,,
REP LOGAN WILDE,,9,,
DEM CHRISTOPHER NEVILLE,,0,,
Total Votes Cast,,9,,
,Contest Totals,87,,
COMMISSION SEAT A,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY TODD,,78,,
Total Votes Cast,,78,,
,Contest Totals,87,,
COMMISSION SEAT B,,,,
Vote For 1,,,,
,,TOTAL,,
REP GREGORY MILES,,79,,
Total Votes Cast,,79,,
,Contest Totals,87,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB21 Bluebell/Upalco-County,,,,
ATTORNEY,,,,
Vote For 1,,,,
,,TOTAL,,
REP STEPHEN D FOOTE,,76,,
Total Votes Cast,,76,,
,Contest Totals,87,,
CLERK-AUDITOR,,,,
Vote For 1,,,,
,,TOTAL,,
REP JOANN EVANS,,69,,
Write-In Totals,,13,,
,   Write-In: Mindi Crowley,13,,
,  Not Assigned,0,,
Total Votes Cast,,82,,
,Contest Totals,87,,
SHERIFF,,,,
Vote For 1,,,,
,,TOTAL,,
REP TRAVIS LANE TUCKER,,73,,
Total Votes Cast,,73,,
,Contest Totals,87,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB21 Bluebell/Upalco-County,,,,
JUSTICE OF THE SUPREME COURT CONSTANDINOS (DENO) HIMONAS,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,56,,
NO,,15,,
Total Votes Cast,,71,,
,Contest Totals,87,,
JUDGE OF THE COURT OF APPEALS MARY KATE A. TOOMEY,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,60,,
NO,,12,,
Total Votes Cast,,72,,
,Contest Totals,87,,
EIGHTH JUDICIAL DISTRICT COURT JUDGE EDWIN T. PETERSON,,,,
Vote For 1,,,,
,,TOTAL,,
YES,,69,,
NO,,6,,
Total Votes Cast,,75,,
,Contest Totals,87,,
Summary Results Report,,,OFFICIAL RESULTS,
General Election,,,,
6-Nov-18,,,DUCHESNE COUNTY,
BB21 Bluebell/Upalco-County,,,,
CONSTITUTIONAL AMENDMENT A,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,68,,
AGAINST,,16,,
Total Votes Cast,,84,,
,Contest Totals,87,,
CONSTITUTIONAL AMENDMENT B,,,,
Vote For 1,,,,
,,TOTAL,,
FOR,,20,,
AGAINST,,65,,
