BOX ELDER SCHOOL BOARD DISTRICT 3,,
Vote For 1,,
,TOTAL,
WADE HYDE,307,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,265,
NO,70,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,281,
NO,58,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,288,
NO,57,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,279,
NO,64,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Bear River,,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,290,
NO,56,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,255,
AGAINST,116,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,94,
AGAINST,275,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,216,
AGAINST,152,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,54,
AGAINST,327,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Bear River,,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,140,
AGAINST,244,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,126,
AGAINST,253,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,126,
AGAINST,245,
Summary Results Report,,,OFFICIAL RESULTS
GENERAL ELECTION,,,
"November 6, 2018",,,Box Elder
Beaver Dam/Collinston,,,
STATISTICS,,,
,TOTAL,,
Registered Voters - Total,229,,
Ballots Cast - Total,177,,
Ballots Cast - Blank,0,,
Voter Turnout - Total,77.29%,,
STRAIGHT PARTY,,,
Vote For 1,,,
,,TOTAL,
CONSTITUTION PARTY,,0,
UNITED UTAH,,0,
LIBERTARIAN,,0,
REPUBLICAN,,35,
GREEN,,0,
DEMOCRATIC,,0,
INDEPENDENT AMERICAN,,1,
U.S. SENATE,,,
Vote For 1,,,
,,TOTAL,
CON TIM AALDERS,,6,
LIB CRAIG R. BOWDEN,,6,
IAP REED C. McCANDLESS,,0,
DEM JENNY WILSON,,11,
REP MITT ROMNEY,,150,
Write-In Totals,,1,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Beaver Dam/Collinston,,
U.S. REP CONGRESSIONAL DISTRICT 1,,
Vote For 1,,
,TOTAL,
DEM LEE CASTILLO,12,
REP ROB BISHOP,142,
UUP ERIC ELIASON,16,
GRN ADAM DAVIS,1,
UT SENATE 17,,
Vote For 1,,
,TOTAL,
REP SCOTT SANDALL,152,
DEM MICHAEL A KEIL,17,
UTAH STATE HOUSE OF REPRESENTATIVES DISTRICT 1,,
Vote For 1,,
,TOTAL,
REP JOEL FERRY,119,
DEM JOSHUA HARDY,19,
CON SHERRY PHIPPS,14,
ST BOE DIST 1,,
Vote For 1,,
,TOTAL,
JENNIE L. EARL,105,
TERRYL WARNER,35,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Beaver Dam/Collinston,,
COMMISSION A,,
Vote For 1,,
,TOTAL,
REP JEFF HADFIELD,157,
COMMISSION B,,
Vote For 1,,
,TOTAL,
REP JEFFREY D. SCOTT,142,
DEM SETH DURFEE,21,
BEC ATTORNEY,,
Vote For 1,,
,TOTAL,
REP STEPHEN R. HADFIELD,157,
BEC AUDITOR,,
Vote For 1,,
,TOTAL,
REP TOM KOTTER,154,
BEC CLERK,,
Vote For 1,,
,TOTAL,
REP MARLA R. YOUNG,157,
BEC SHERIFF,,
Vote For 1,,
,TOTAL,
REP KEVIN POTTER,161,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Beaver Dam/Collinston,,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,105,
NO,40,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,111,
NO,38,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,115,
NO,35,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,113,
NO,34,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,116,
NO,34,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Beaver Dam/Collinston,,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,112,
AGAINST,57,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,47,
AGAINST,118,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,108,
AGAINST,57,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,31,
AGAINST,143,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,41,
AGAINST,132,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Beaver Dam/Collinston,,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,57,
AGAINST,117,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,67,
AGAINST,103,
Summary Results Report,,,OFFICIAL RESULTS
GENERAL ELECTION,,,
"November 6, 2018",,,Box Elder
Brigham City 01,,,
STATISTICS,,,
,TOTAL,,
Registered Voters - Total,733,,
Ballots Cast - Total,611,,
Ballots Cast - Blank,0,,
Voter Turnout - Total,83.36%,,
STRAIGHT PARTY,,,
Vote For 1,,,
,,TOTAL,
CONSTITUTION PARTY,,1,
UNITED UTAH,,0,
LIBERTARIAN,,3,
REPUBLICAN,,126,
GREEN,,1,
DEMOCRATIC,,34,
INDEPENDENT AMERICAN,,17,
U.S. SENATE,,,
Vote For 1,,,
,,TOTAL,
CON TIM AALDERS,,20,
LIB CRAIG R. BOWDEN,,20,
IAP REED C. McCANDLESS,,16,
DEM JENNY WILSON,,113,
REP MITT ROMNEY,,432,
Write-In Totals,,2,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 01,,
U.S. REP CONGRESSIONAL DISTRICT 1,,
Vote For 1,,
,TOTAL,
DEM LEE CASTILLO,119,
REP ROB BISHOP,410,
UUP ERIC ELIASON,55,
GRN ADAM DAVIS,18,
UT SENATE 17,,
Vote For 1,,
,TOTAL,
REP SCOTT SANDALL,432,
DEM MICHAEL A KEIL,153,
UTAH STATE HOUSE OF REPRESENTATIVES DISTRICT 1,,
Vote For 1,,
,TOTAL,
REP JOEL FERRY,346,
DEM JOSHUA HARDY,133,
CON SHERRY PHIPPS,59,
ST BOE DIST 1,,
Vote For 1,,
,TOTAL,
JENNIE L. EARL,348,
TERRYL WARNER,165,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 01,,
COMMISSION A,,
Vote For 1,,
,TOTAL,
REP JEFF HADFIELD,527,
COMMISSION B,,
Vote For 1,,
,TOTAL,
REP JEFFREY D. SCOTT,439,
DEM SETH DURFEE,142,
BEC ATTORNEY,,
Vote For 1,,
,TOTAL,
REP STEPHEN R. HADFIELD,517,
BEC AUDITOR,,
Vote For 1,,
,TOTAL,
REP TOM KOTTER,526,
BEC CLERK,,
Vote For 1,,
,TOTAL,
REP MARLA R. YOUNG,533,
BEC SHERIFF,,
Vote For 1,,
,TOTAL,
REP KEVIN POTTER,525,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 01,,
BOX ELDER SCHOOL BOARD DISTRICT 4,,
Vote For 1,,
,TOTAL,
JULIE TAYLOR,492,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,437,
NO,105,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,451,
NO,94,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,468,
NO,82,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,461,
NO,84,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 01,,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,466,
NO,85,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,450,
AGAINST,138,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,174,
AGAINST,405,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,368,
AGAINST,211,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,149,
AGAINST,451,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 01,,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,289,
AGAINST,309,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,313,
AGAINST,281,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,276,
AGAINST,308,
Summary Results Report,,,OFFICIAL RESULTS
GENERAL ELECTION,,,
"November 6, 2018",,,Box Elder
Brigham City 02,,,
STATISTICS,,,
,TOTAL,,
Registered Voters - Total,594,,
Ballots Cast - Total,473,,
Ballots Cast - Blank,0,,
Voter Turnout - Total,79.63%,,
STRAIGHT PARTY,,,
Vote For 1,,,
,,TOTAL,
CONSTITUTION PARTY,,2,
UNITED UTAH,,2,
LIBERTARIAN,,1,
REPUBLICAN,,118,
GREEN,,2,
DEMOCRATIC,,18,
INDEPENDENT AMERICAN,,7,
U.S. SENATE,,,
Vote For 1,,,
,,TOTAL,
CON TIM AALDERS,,14,
LIB CRAIG R. BOWDEN,,8,
IAP REED C. McCANDLESS,,4,
DEM JENNY WILSON,,61,
REP MITT ROMNEY,,380,
Write-In Totals,,1,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 02,,
U.S. REP CONGRESSIONAL DISTRICT 1,,
Vote For 1,,
,TOTAL,
DEM LEE CASTILLO,58,
REP ROB BISHOP,349,
UUP ERIC ELIASON,48,
GRN ADAM DAVIS,11,
UT SENATE 17,,
Vote For 1,,
,TOTAL,
REP SCOTT SANDALL,368,
DEM MICHAEL A KEIL,86,
UTAH STATE HOUSE OF REPRESENTATIVES DISTRICT 1,,
Vote For 1,,
,TOTAL,
REP JOEL FERRY,310,
DEM JOSHUA HARDY,64,
CON SHERRY PHIPPS,40,
ST BOE DIST 1,,
Vote For 1,,
,TOTAL,
JENNIE L. EARL,257,
TERRYL WARNER,133,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 02,,
COMMISSION A,,
Vote For 1,,
,TOTAL,
REP JEFF HADFIELD,429,
COMMISSION B,,
Vote For 1,,
,TOTAL,
REP JEFFREY D. SCOTT,368,
DEM SETH DURFEE,88,
BEC ATTORNEY,,
Vote For 1,,
,TOTAL,
REP STEPHEN R. HADFIELD,424,
BEC AUDITOR,,
Vote For 1,,
,TOTAL,
REP TOM KOTTER,421,
BEC CLERK,,
Vote For 1,,
,TOTAL,
REP MARLA R. YOUNG,429,
BEC SHERIFF,,
Vote For 1,,
,TOTAL,
REP KEVIN POTTER,426,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 02,,
BOX ELDER SCHOOL BOARD DISTRICT 4,,
Vote For 1,,
,TOTAL,
JULIE TAYLOR,401,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,348,
NO,78,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,366,
NO,63,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,375,
NO,54,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,360,
NO,68,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 02,,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,353,
NO,75,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,367,
AGAINST,86,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,114,
AGAINST,339,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,290,
AGAINST,164,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,123,
AGAINST,346,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 02,,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,192,
AGAINST,276,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,225,
AGAINST,241,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,208,
AGAINST,255,
Summary Results Report,,,OFFICIAL RESULTS
GENERAL ELECTION,,,
"November 6, 2018",,,Box Elder
Brigham City 03,,,
STATISTICS,,,
,TOTAL,,
Registered Voters - Total,584,,
Ballots Cast - Total,479,,
Ballots Cast - Blank,0,,
Voter Turnout - Total,82.02%,,
STRAIGHT PARTY,,,
Vote For 1,,,
,,TOTAL,
CONSTITUTION PARTY,,3,
UNITED UTAH,,1,
LIBERTARIAN,,6,
REPUBLICAN,,86,
GREEN,,3,
DEMOCRATIC,,37,
INDEPENDENT AMERICAN,,21,
U.S. SENATE,,,
Vote For 1,,,
,,TOTAL,
CON TIM AALDERS,,26,
LIB CRAIG R. BOWDEN,,23,
IAP REED C. McCANDLESS,,7,
DEM JENNY WILSON,,104,
REP MITT ROMNEY,,306,
Write-In Totals,,5,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 03,,
U.S. REP CONGRESSIONAL DISTRICT 1,,
Vote For 1,,
,TOTAL,
DEM LEE CASTILLO,102,
REP ROB BISHOP,308,
UUP ERIC ELIASON,50,
GRN ADAM DAVIS,10,
UT SENATE 17,,
Vote For 1,,
,TOTAL,
REP SCOTT SANDALL,323,
DEM MICHAEL A KEIL,130,
UTAH STATE HOUSE OF REPRESENTATIVES DISTRICT 1,,
Vote For 1,,
,TOTAL,
REP JOEL FERRY,234,
DEM JOSHUA HARDY,104,
CON SHERRY PHIPPS,82,
ST BOE DIST 1,,
Vote For 1,,
,TOTAL,
JENNIE L. EARL,262,
TERRYL WARNER,130,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 03,,
COMMISSION A,,
Vote For 1,,
,TOTAL,
REP JEFF HADFIELD,413,
COMMISSION B,,
Vote For 1,,
,TOTAL,
REP JEFFREY D. SCOTT,334,
DEM SETH DURFEE,123,
BEC ATTORNEY,,
Vote For 1,,
,TOTAL,
REP STEPHEN R. HADFIELD,408,
BEC AUDITOR,,
Vote For 1,,
,TOTAL,
REP TOM KOTTER,407,
BEC CLERK,,
Vote For 1,,
,TOTAL,
REP MARLA R. YOUNG,414,
BEC SHERIFF,,
Vote For 1,,
,TOTAL,
REP KEVIN POTTER,408,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 03,,
BOX ELDER SCHOOL BOARD DISTRICT 4,,
Vote For 1,,
,TOTAL,
JULIE TAYLOR,385,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,340,
NO,72,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,343,
NO,70,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,360,
NO,56,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,345,
NO,70,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 03,,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,346,
NO,81,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,349,
AGAINST,111,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,156,
AGAINST,301,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,284,
AGAINST,168,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,106,
AGAINST,365,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 03,,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,257,
AGAINST,217,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,265,
AGAINST,204,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,211,
AGAINST,248,
Summary Results Report,,,OFFICIAL RESULTS
GENERAL ELECTION,,,
"November 6, 2018",,,Box Elder
Brigham City 04,,,
STATISTICS,,,
,TOTAL,,
Registered Voters - Total,524,,
Ballots Cast - Total,434,,
Ballots Cast - Blank,0,,
Voter Turnout - Total,82.82%,,
STRAIGHT PARTY,,,
Vote For 1,,,
,,TOTAL,
CONSTITUTION PARTY,,1,
UNITED UTAH,,4,
LIBERTARIAN,,8,
REPUBLICAN,,118,
GREEN,,0,
DEMOCRATIC,,36,
INDEPENDENT AMERICAN,,5,
U.S. SENATE,,,
Vote For 1,,,
,,TOTAL,
CON TIM AALDERS,,18,
LIB CRAIG R. BOWDEN,,21,
IAP REED C. McCANDLESS,,8,
DEM JENNY WILSON,,85,
REP MITT ROMNEY,,296,
Write-In Totals,,3,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 04,,
U.S. REP CONGRESSIONAL DISTRICT 1,,
Vote For 1,,
,TOTAL,
DEM LEE CASTILLO,88,
REP ROB BISHOP,286,
UUP ERIC ELIASON,41,
GRN ADAM DAVIS,11,
UT SENATE 17,,
Vote For 1,,
,TOTAL,
REP SCOTT SANDALL,307,
DEM MICHAEL A KEIL,105,
UTAH STATE HOUSE OF REPRESENTATIVES DISTRICT 1,,
Vote For 1,,
,TOTAL,
REP JOEL FERRY,238,
DEM JOSHUA HARDY,89,
CON SHERRY PHIPPS,43,
ST BOE DIST 1,,
Vote For 1,,
,TOTAL,
JENNIE L. EARL,233,
TERRYL WARNER,104,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 04,,
COMMISSION A,,
Vote For 1,,
,TOTAL,
REP JEFF HADFIELD,355,
COMMISSION B,,
Vote For 1,,
,TOTAL,
REP JEFFREY D. SCOTT,291,
DEM SETH DURFEE,116,
BEC ATTORNEY,,
Vote For 1,,
,TOTAL,
REP STEPHEN R. HADFIELD,357,
BEC AUDITOR,,
Vote For 1,,
,TOTAL,
REP TOM KOTTER,361,
BEC CLERK,,
Vote For 1,,
,TOTAL,
REP MARLA R. YOUNG,365,
BEC SHERIFF,,
Vote For 1,,
,TOTAL,
REP KEVIN POTTER,358,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 04,,
JUSTICE OF UTAH SUPREME COURT HIMONAS,,
Vote For 1,,
,TOTAL,
YES,296,
NO,70,
JUSTICE OF THE COURT OF APPEALS TOOMEY,,
Vote For 1,,
,TOTAL,
YES,309,
NO,56,
FIRST DISTRICT JUVENILE COURT JUDGE FONNESBECK,,
Vote For 1,,
,TOTAL,
YES,328,
NO,46,
FIRST DISTRICT COURT JUDGE ALLEN,,
Vote For 1,,
,TOTAL,
YES,297,
NO,68,
FIRST DISTRICT COURT JUDGE MAYNARD,,
Vote For 1,,
,TOTAL,
YES,295,
NO,74,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 04,,
CONSTITUTIONAL AMENDMENT A,,
Vote For 1,,
,TOTAL,
FOR,316,
AGAINST,101,
CONSTITUTIONAL AMENDMENT B,,
Vote For 1,,
,TOTAL,
FOR,139,
AGAINST,278,
CONSTITUTIONAL AMENDMENT C,,
Vote For 1,,
,TOTAL,
FOR,264,
AGAINST,148,
GAS TAX QUESTION,,
Vote For 1,,
,TOTAL,
FOR,128,
AGAINST,301,
PROPOSITION #2,,
Vote For 1,,
,TOTAL,
FOR,230,
AGAINST,198,
Summary Results Report,,OFFICIAL RESULTS
GENERAL ELECTION,,
"November 6, 2018",,Box Elder
Brigham City 04,,
PROPOSITION #3,,
Vote For 1,,
,TOTAL,
FOR,225,
AGAINST,201,
PROPOSITION #4,,
Vote For 1,,
,TOTAL,
FOR,203,
AGAINST,217,
Summary Results Report,,,OFFICIAL RESULTS
